T_ambiente_C,T_cabeza_C,P_cabeza,unidad_presion,flujo_bpd,P_cabeza_Pa,flujo_masico_kg_s,h_J_kg,s_J_kgK,h0_J_kg,s0_J_kgK,exergia_J_kg,Pmax_conceptual_kW,fase,exergy_status,Pmax_ML_kW,P_real_ORC_ML_kW,P_real_ORC_Bayes_kW,P_real_ORC_Bayes_std_kW,Pmax_Bayes_kW,Pmax_Bayes_std_kW,relacion_Preal_ML_Pmax_exergia,relacion_Preal_ML_Pmax_ML,relacion_Preal_Bayes_Pmax_exergia
27.63,79.33,28.478,psig,599.5,297673.89836366184,1.0726088401680414,332337.343958569,1067.26021152417,115926.18147351503,403.9530356598513,16901.63012858422,18.128837889169944,liquid,ok,19.755006795875808,7.768159053780256,7.768159053780256,5.315259979900402,19.755006795875808,4.050070629002574,0.4284973532926182,0.39322482315733703,0.4284973532926182
26.41,88.74,3.632,bar_abs,665.1,363200.0,1.1826042325524508,371898.4029578654,1177.8347600855536,110825.32165457119,386.9597750484525,24158.570785580174,28.5700280634451,liquid,ok,27.54954590296599,17.226037308209158,17.226037308209158,5.305031271430469,27.54954590296599,4.0416615885378615,0.6029408606094301,0.6252748182812915,0.6029408606094301
26.93,58.17,34.347,psia,249.3,236814.2287484413,0.4514968308933748,243683.31349953858,808.0652842225386,112999.52993780829,394.21148889015075,6494.536658387355,2.932262719382739,liquid,ok,0.0,0.0,0.0,5.354147754684765,0.0,4.0742161392528145,0.0,,0.0
27.06,87.68,3.856,bar_abs,145.9,385600.0,0.2596142525705953,367461.11115100875,1165.4912030549158,113543.06516247874,396.02239772890084,22915.815941607085,5.9492724277256555,liquid,ok,8.064180477165214,11.062699552162544,11.062699552162544,5.335312222649944,8.064180477165214,4.071083035376592,1.8595046178431096,1.3718318412500847,1.8595046178431096
23.21,68.93,1.996,barg,290.9,300925.0,0.5237718034310159,288758.06860085437,941.754365717976,97442.91112419915,342.045882156135,13585.551288268034,7.1157286988607105,liquid,ok,6.188602353588593,0.0,0.0,5.303428730895286,6.188602353588593,4.030865926719431,0.0,0.0,0.0
27.94,87.56,3.22,bar_abs,373.5,322000.0,0.6646400511261686,366907.3219545725,1164.1384846905667,117222.21154232568,408.25971380103016,22097.571285116283,14.686930908703841,liquid,ok,15.582266568722844,12.797737066527933,12.797737066527933,5.338360840331576,15.582266568722844,4.060806605349802,0.8713690522601747,0.8213013819321963,0.8713690522601747
28.02,82.34,2.858,bar_abs,596.6,285800.0,1.0653404866283807,344957.3311755747,1102.9461349728108,117556.66528853422,409.3703761336645,18516.45459745478,19.72632875148479,liquid,ok,20.9050972132023,10.265417984997287,10.265417984997287,5.323878024469438,20.9050972132023,4.059919594596735,0.5203917117230754,0.49104856486935233,0.5203917117230754
26.97,89.71,50.208,psia,778.6,346171.9741753789,1.3834762458723002,375962.7346123993,1189.0992293572046,113166.77225079371,394.76877750474637,24401.507151645812,33.75890550778504,liquid,ok,31.72759730766558,18.957820701559505,18.957820701559505,5.309359778464282,31.72759730766558,4.069125614719218,0.5615650275506622,0.5975183219114792,0.5615650275506622
24.28,62.23,2.56,bar_abs,352.7,256000.0,0.637407457346147,260680.53320747806,858.9964630661173,101918.20552381311,357.1195594581527,9489.080243548087,6.048410510593544,liquid,ok,4.366644094147961,0.0,0.0,5.313308893894128,4.366644094147961,4.033090428520596,0.0,0.0,0.0
25.19,79.11,2.661,bar_abs,536.0,266100.0,0.9591169105634353,331389.37942043087,1064.662108855137,105723.84652628908,369.89510728032224,18388.745644311595,17.636956911508964,liquid,ok,18.897972436453273,7.8977732984164,7.8977732984164,5.2895060459669265,18.897972436453273,4.012728044984196,0.447796824477284,0.41791643653696825,0.447796824477284
22.79,72.9,2.091,barg,221.5,310425.0,0.39788539667532746,305393.18498147407,990.0753829793008,95686.08626217538,336.1136681834179,16173.668842605111,6.435266643135319,liquid,ok,5.957829100273278,0.2566913795129686,0.2566913795129686,5.304646950982382,5.957829100273278,4.039764332293229,0.03988822744225969,0.043084716797464784,0.03988822744225969
25.13,92.89,3.347,bar_abs,249.6,334700.0,0.4425146517432745,389328.6058112866,1225.8061620560923,105472.93721342078,369.0540046899222,28303.635098684666,12.524773228763166,liquid,ok,15.618518374392679,17.437503861602707,17.437503861602707,5.323221297016385,15.618518374392679,4.043666355476387,1.3922410843780744,1.116463382992355,1.3922410843780744
23.42,79.5,29.327,psig,327.4,303527.5473055614,0.5857130672846232,333055.0899036375,1069.27891806035,98321.28735941213,345.0087151156557,19936.988456917403,11.67735466151922,liquid,ok,12.712853144299219,6.915581911608001,6.915581911608001,5.296483727554554,12.712853144299219,4.020429425914589,0.5922216214257113,0.5439834656399797,0.5922216214257113
22.06,82.89,47.647,psia,529.7,328514.50074757566,0.9455555265311721,347299.6208652051,1109.4062021232203,92632.31895790936,325.78204703768665,23333.615084495395,22.06322869709574,liquid,ok,22.52977320436929,12.399745468054407,12.399745468054407,5.298869409710398,22.52977320436929,4.043925077261356,0.5620095607170418,0.5503715175281779,0.5620095607170418
27.36,86.59,3.854,bar_abs,351.0,385400.0,0.6250325759175701,362881.36950128095,1152.7803266764718,114797.35224639071,400.19834389703476,21925.605609841616,13.704217752872031,liquid,ok,14.655010155902204,11.941612215992869,11.941612215992869,5.327971011958922,14.655010155902204,4.0470415020081205,0.8713822584649337,0.8148484435668212,0.8713822584649337
23.47,61.48,1.751,barg,936.8,276425.0,1.6937006407884783,257560.18032689867,849.6200454555876,98530.42106753055,345.71383053780556,9561.097790455591,16.19363745433594,liquid,ok,25.702546197676625,0.0,0.0,5.291716327514138,25.702546197676625,4.130760546471685,0.0,0.0,0.0
22.04,83.43,2.164,barg,469.0,317725.0,0.8368992362386686,349557.9237058482,1115.7754522182838,92548.64970435858,325.49861460684593,23727.454306969274,19.85748838739049,liquid,ok,20.637031956092088,12.30449347245975,12.30449347245975,5.302309443077571,20.637031956092088,4.042495802412646,0.6196399681781058,0.5962336783040859,0.6196399681781058
23.23,73.65,42.499,psia,476.3,293020.29020234686,0.855194699430756,308521.4708516973,999.1570609368429,97526.56703086851,342.32815062697233,16323.951383189415,13.960156696668944,liquid,ok,15.247996136042925,3.21845099691404,3.21845099691404,5.290487996930123,15.247996136042925,4.021021983459067,0.23054547788005847,0.21107370228841588,0.23054547788005847
24.69,83.92,2.103,barg,60.0,311625.0,0.10703097623428298,351610.2832111577,1121.5448103884098,103632.88412352731,362.88057170569124,22016.842238369485,2.3564841183688823,liquid,ok,4.565449619500914,7.795952787901861,7.795952787901861,5.31366135262265,4.565449619500914,4.06039861664176,3.3082984634320747,1.7075980325359716,3.3082984634320747
23.79,62.64,36.001,psia,247.3,248218.15731134114,0.44682601532639366,262389.28922343027,864.1119499040627,99868.84551124541,350.22365120705746,9926.452297096112,4.435397126238982,liquid,ok,1.0578552991142,0.0,0.0,5.316662652583244,1.0578552991142,4.0417341736931345,0.0,0.0,0.0
23.26,82.46,47.523,psia,867.4,327659.5508432229,1.548812637657939,345494.08300280606,1104.3344481081383,97652.05048364571,342.7515162467993,22101.23568614092,34.230673138551694,liquid,ok,33.66838096956657,14.802229510233179,14.802229510233179,5.277038529166763,33.66838096956657,4.0771137472674335,0.4324258962223687,0.4396477966556565,0.4324258962223687
23.09,92.3,2.058,barg,520.8,307125.0,0.9236989808173636,386825.09974644706,1219.0394485807253,96940.97110190884,340.35185573218286,29581.716139086057,27.32460104850235,liquid,ok,26.26164380749245,20.284106185407126,20.284106185407126,5.3098689166142465,26.26164380749245,4.03974830877097,0.7423386035683361,0.7723852449639906,0.7423386035683361
23.94,77.1,47.693,psia,243.8,328831.6595830614,0.43682100744741703,323010.58282795816,1040.624625840027,100496.21360532628,352.335895059735,18030.670195114944,7.876175519582225,liquid,ok,8.167083961186009,3.7727991862179593,3.7727991862179593,5.299073899810776,8.167083961186009,4.0235598720121875,0.47901410739740335,0.4619518060727859,0.47901410739740335
25.34,84.42,2.53,barg,237.5,354325.0,0.4235319152082249,353743.231865227,1127.3908164936543,106351.11257705642,371.99709968822856,21914.648758919095,9.281553159980552,liquid,ok,10.768074319367305,9.696109773472546,9.696109773472546,5.308254926138381,10.768074319367305,4.028892288680034,1.044664573519812,0.9004497448567254,1.044664573519812
23.87,74.08,32.493,psig,287.2,325356.3488957314,0.5155395238445581,310349.4521365079,1004.3292797769913,100203.4432706169,351.35031886639206,16198.197896224825,8.35081123055967,liquid,ok,8.245349950496028,1.528326952538798,1.528326952538798,5.297690098688147,8.245349950496028,4.020089236139155,0.18301538740881942,0.18535622644456176,0.18301538740881942
24.7,56.55,37.451,psia,274.8,258215.55538643477,0.49809185487043844,236927.57378433616,787.5591311789519,103674.70453201467,363.0209816789704,6804.181423751987,3.3891073462316075,liquid,ok,0.0,0.0,0.0,5.336035665370366,0.0,4.055120018583103,0.0,,0.0
24.61,56.28,32.431,psia,670.8,223603.8737747314,1.2160117582549335,235769.34540404752,784.1513287178149,103298.31912210221,361.75711635476364,6698.925608723162,8.145972307882454,liquid,ok,12.730774744898273,0.0,0.0,5.319348982602707,12.730774744898273,4.075093250964543,0.0,0.0,0.0
26.12,78.85,2.712,bar_abs,494.4,271200.0,0.8848262937144581,330302.932536054,1061.5618587000893,109612.7342266584,382.9099194114663,17590.032438489376,15.564123208865645,liquid,ok,16.688176375252542,6.90883680150996,6.90883680150996,5.298703843404712,16.688176375252542,4.017706929208255,0.44389502118401014,0.41399591220496124,0.44389502118401014
26.11,71.2,41.261,psia,736.6,284484.58067340485,1.3244966759675079,298250.7553690447,969.4615835463196,109570.92023621744,382.7701971237122,13106.570831997815,17.3596095003138,liquid,ok,21.60581264274431,2.4522978052955224,2.4522978052955224,5.292126400775782,21.60581264274431,4.051106803208465,0.1412645719508376,0.11350176204175573,0.1412645719508376
26.22,73.51,2.402,barg,516.2,341525.0,0.9269338375518125,307974.14912756707,997.435174789979,110030.87180475077,384.3068777907907,14391.059050169337,13.339559591808205,liquid,ok,14.736380542943415,2.3316841378605453,2.3316841378605453,5.300247021763653,14.736380542943415,4.022383353639024,0.17479468657214348,0.15822637933824824,0.17479468657214348
20.09,66.76,2.767,bar_abs,696.5,276700.0,1.255604986471331,279653.7405158589,915.1275391456084,84389.68677861519,297.76721358302103,14229.311869270663,17.86639493711194,liquid,ok,21.73496107878334,0.4305281329413937,0.4305281329413937,5.3230290008366685,21.73496107878334,4.135234133970033,0.024097090345131904,0.019808093116930183,0.024097090345131904
24.61,68.38,1.707,barg,600.6,272025.0,1.0817219988994486,286431.58344315755,935.0342932462991,103298.31912210221,361.75711635476364,12434.25212983173,13.450404068701305,liquid,ok,16.230209200365422,0.0,0.0,5.29072800654882,16.230209200365422,4.028069025769504,0.0,0.0,0.0
25.29,49.96,1.826,bar_abs,164.1,182600.0,0.29837233407404157,209315.86531285907,703.1977296037983,106142.0250359986,371.2965567717635,4121.254256868022,1.2296682519342914,liquid,ok,0.0,0.0,0.0,5.3726992320434706,0.0,4.096906031168437,0.0,,0.0
23.16,67.11,1.851,barg,746.9,286425.0,1.3462021369214947,281126.803013938,919.4298016043261,97233.77040471764,341.34012441574924,12599.280361473153,16.96117814628818,liquid,ok,21.80261610458936,0.051821107532330046,0.051821107532330046,5.28697206483575,21.80261610458936,4.065617881757841,0.0030552775924749475,0.0023768297934403347,0.0030552775924749475
26.49,53.63,1.543,barg,688.9,255625.0,1.2504654118014467,224718.09237329307,750.3700870963781,111159.82237742376,388.07626611954316,5000.549478370478,6.25301416270405,liquid,ok,10.883273249400204,0.0,0.0,5.345715106975751,10.883273249400204,4.102512527795213,0.0,0.0,0.0
26.01,97.88,39.677,psig,584.1,374888.28528985026,1.0318244779632728,410369.4173695468,1282.7866757316895,109152.7779908512,381.37270957524373,31549.63726333331,32.55368799916951,liquid,ok,29.45371109261486,24.724565200566275,24.724565200566275,5.329367879730556,29.45371109261486,4.051421843487779,0.7595012030955458,0.8394380294836816,0.7595012030955458
26.07,65.69,1.988,barg,373.0,300125.0,0.6728312724044044,275194.68488559185,901.9180724847893,109403.66384958557,382.2112598596802,10284.34856232116,6.919631329036953,liquid,ok,5.7239466932300935,0.0,0.0,5.316132196929431,5.7239466932300935,4.031655912420648,0.0,0.0,0.0
23.41,82.1,39.366,psia,338.9,271419.01560285146,0.6052600626869139,343938.6629188396,1100.1213327778053,98279.46045756375,344.86767722564025,21681.1783707258,13.12275137979166,liquid,ok,14.443019461375393,9.34486020236547,9.34486020236547,5.297832704895184,14.443019461375393,4.021395205315878,0.7121113501209859,0.6470156899917083,0.7121113501209859
29.03,81.75,3.43,bar_abs,690.3,343000.0,1.2331668042028536,342526.4724919969,1095.9364894583937,121778.9541485925,423.3665405496656,17510.331182164984,21.59315914444397,liquid,ok,23.337751412539447,10.254430832544607,10.254430832544607,5.341455305863848,23.337751412539447,4.100634269566923,0.4748925696304667,0.439392409803237,0.4748925696304667
26.49,67.88,1.602,barg,343.5,261525.0,0.6188414883767386,284329.6663315521,928.9067989379802,111159.82237742376,388.07626611954316,11115.383100411884,6.878660221736537,liquid,ok,5.497102363461677,0.0,0.0,5.318285495049508,5.497102363461677,4.034217998684165,0.0,0.0,0.0
24.83,91.31,3.934,bar_abs,464.1,393400.0,0.8237446506376513,382727.1680643209,1207.56567435729,104218.3654877413,364.84586785337325,27395.15463454253,22.566612083595672,liquid,ok,22.653286488657077,18.194605033397334,18.194605033397334,5.307952250939348,22.653286488657077,4.024099053546134,0.806262143648205,0.8031772803697914,0.806262143648205
23.93,84.87,2.788,bar_abs,479.5,278800.0,0.8548018614038679,355573.5348115397,1132.724173343949,100454.38942575097,352.195113197374,23239.57219744427,19.865229572604942,liquid,ok,20.54524230137635,12.96027140169787,12.96027140169787,5.293724812164094,20.54524230137635,4.016240147835469,0.652409847786037,0.6308161866180398,0.652409847786037
24.56,50.98,20.078,psig,420.0,239757.9371010506,0.7633191282094175,213628.09152650143,716.3439216424373,103089.21442497439,361.0547981938613,4765.7521596515,3.637789783767331,liquid,ok,0.958135548594095,0.0,0.0,5.351348005528941,0.958135548594095,4.0739201912078595,0.0,0.0,0.0
25.97,79.67,43.689,psia,516.8,301225.05138121673,0.9244450463605249,333766.35866804636,1071.302072077121,108985.51989560714,380.81357975141094,18241.92094797283,16.863653456453775,liquid,ok,17.99795820049853,7.911432974400643,7.911432974400643,5.296465617547921,17.99795820049853,4.016981163239914,0.4691411024799559,0.43957391645578453,0.4691411024799559
27.78,103.33,41.767,psig,544.4,389298.3280325714,0.9577579147274828,433361.7595945302,1344.2645489860056,116553.29715864552,406.037480653166,34467.79076248332,33.011799405939215,liquid,ok,29.644018908576562,28.509915176664958,28.509915176664958,5.374724067433515,29.644018908576562,4.098955003287314,0.8636280266363089,0.9617425783120288,0.8636280266363089
24.09,68.71,22.807,psig,382.5,258573.72975410608,0.6887739276375255,287802.1946807318,939.0857300144038,101123.57017845823,354.44703394531706,12900.61848269825,8.885609661281329,liquid,ok,8.835769679207987,0.0,0.0,5.298527811897777,8.835769679207987,4.01903509556149,0.0,0.0,0.0
25.58,74.06,3.458,bar_abs,556.0,345800.0,0.9980714355910446,310282.1804675648,1004.0751801620104,107354.71704920476,375.35802038046245,15110.786276818253,15.08164415221345,liquid,ok,16.84897683276894,3.451104800167702,3.451104800167702,5.292069162904875,16.84897683276894,4.018330830774046,0.22882815463201353,0.2048257787057893,0.22882815463201353
23.78,109.55,3.307,barg,1051.0,432025.0,1.840049368875035,459670.1564688548,1413.4552917725089,99827.02055845455,350.08279562319296,44095.94062878395,81.13870772394493,liquid,ok,53.0612791761274,40.34513579103459,40.34513579103459,5.359815550323784,53.0612791761274,4.18919560013064,0.4972366078136132,0.760349852424706,0.4972366078136132
26.34,57.3,37.19,psia,861.2,256416.0237329179,1.5603872902369371,240061.9485871222,797.0606182958052,110532.631353602,385.9825935032023,6415.559588383578,10.010757641471452,liquid,ok,19.080170195926208,0.0,0.0,5.323000252011252,19.080170195926208,4.12503658365488,0.0,0.0,0.0
25.18,58.1,32.297,psia,221.4,222679.97629744688,0.40098014684809885,243378.66475316958,807.1890362375059,105682.02842279301,369.75493564943633,7196.921101937769,2.885822480309188,liquid,ok,0.0,0.0,0.0,5.336082334347822,0.0,4.056495366859231,0.0,,0.0
26.21,65.39,32.982,psia,595.1,227402.88504326696,1.0736081276596268,273878.97553903674,898.2523925580573,109989.0582367081,384.1672035869023,9993.375131923676,10.728968764384854,liquid,ok,13.52993950554301,0.0,0.0,5.308540443864667,13.52993950554301,4.042801804494007,0.0,0.0,0.0
24.51,91.56,53.667,psia,703.6,370020.93965244706,1.2486064398790848,383760.63552123285,1210.466802061728,102880.10851301074,360.3523579887039,27835.461585445824,34.75553659259454,liquid,ok,31.51384596862756,20.82731108760504,20.82731108760504,5.297778989481177,31.51384596862756,4.0427009000275165,0.5992516050534169,0.6608939800092599,0.5992516050534169
24.83,79.62,2.232,barg,805.3,324525.0,1.4405715289943404,333575.1824262111,1070.692243531047,104218.3654877413,364.84586785337325,19028.713914036518,27.41222349793947,liquid,ok,29.053218305003792,11.082461280394538,11.082461280394538,5.277149868644931,29.053218305003792,4.050920618006897,0.40428903117718956,0.3814538260116203,0.40428903117718956
22.52,72.1,1.982,barg,514.4,299525.0,0.924466220685985,302032.88343309093,980.3859868034576,94556.6466128132,332.29547805501,15855.316098624258,14.657704151476825,liquid,ok,16.291807746448516,2.480670709121167,2.480670709121167,5.293514967131977,16.291807746448516,4.035226934316351,0.16924005857160304,0.15226491422733204,0.16924005857160304
23.22,82.67,3.333,bar_abs,693.4,333300.0,1.237954353973149,346379.9627322874,1106.8085259345899,97484.7391047121,342.18701886430506,22284.347577155015,27.587005108590045,liquid,ok,27.558989353569235,13.331846309838705,13.331846309838705,5.2839061151050375,27.558989353569235,4.040707307907437,0.48326544535591626,0.48375672049497936,0.48326544535591626
23.22,71.36,43.165,psia,522.2,297612.1985595967,0.9388960229285347,298931.61557966267,971.3993512034028,97484.7391047121,342.18701886430506,14967.217539612175,14.05266102224808,liquid,ok,15.762390554926132,1.629211335235702,1.629211335235702,5.290222015996534,15.762390554926132,4.02577681945744,0.11593614424032185,0.10336067549896699,0.11593614424032185
21.52,69.12,2.803,bar_abs,60.0,280300.0,0.10801844347040071,289536.7017506166,944.0915123350142,90373.1639693328,318.1223343950507,14709.20011771479,1.5888649014101865,liquid,ok,0.0,0.0,0.0,5.32688767915674,0.0,4.096566574991391,0.0,,0.0
25.96,94.33,3.171,barg,687.1,418425.0,1.2169494104823202,395452.73845306004,1242.2670537376223,108943.70526443465,380.6737852537222,28797.87065240601,35.0455517135916,liquid,ok,31.384661167375217,22.572159347377994,22.572159347377994,5.313268609934042,31.384661167375217,4.050671262365523,0.6440805820906483,0.7192099104400101,0.6440805820906483
26.47,50.7,2.116,bar_abs,218.5,211600.0,0.3971542661205114,212433.6140793899,712.7451392921433,111076.19744356345,387.79717212397384,3996.5067128994997,1.5872296906072982,liquid,ok,0.0,0.0,0.0,5.3792921568966285,0.0,4.099292017237849,0.0,,0.0
23.09,99.14,3.989,bar_abs,884.1,398900.0,1.560338277034648,415697.3308948275,1297.0548086438419,96940.97110190884,340.35185573218286,35342.67702236888,55.14653177087509,liquid,ok,42.547987073823876,29.81470367068585,29.81470367068585,5.318578254130737,42.547987073823876,4.111013442633504,0.5406451269603157,0.7007312383299157,0.5406451269603157
24.38,81.9,51.4,psia,726.1,354390.5248688352,1.2970007460162793,343164.9746396858,1097.7021592397377,102336.4274192791,358.5254418688795,20901.29850105528,27.10899974857764,liquid,ok,27.620816730895243,12.517147978322718,12.517147978322718,5.280383280820705,27.620816730895243,4.0358297308746325,0.4617340401495068,0.4531780540841746,0.4617340401495068
25.65,68.4,39.908,psia,547.6,275155.97405574855,0.9862554010653193,286517.8891321743,935.2776228531305,107647.43016872859,376.337764061635,11859.229156546935,11.696228808115725,liquid,ok,13.669393774761996,0.0,0.0,5.299251233241147,13.669393774761996,4.026163571305389,0.0,0.0,0.0
27.56,76.09,35.749,psig,412.8,347805.6786422864,0.7400927341234339,318791.66503452195,1028.5060794523806,115633.52465424294,402.97992947145735,15056.171819515585,11.142963367337485,liquid,ok,11.46296404328702,3.113956759638839,3.113956759638839,5.322576602868795,11.46296404328702,4.043004928310253,0.2794549938812993,0.2716537143342472,0.2794549938812993
23.38,54.43,2.375,bar_abs,60.0,237500.0,0.10886666860070998,228046.83507663236,760.6003036801753,98153.97943077271,344.44453393574383,6490.185243543383,0.7065648460660556,liquid,ok,0.0,0.0,0.0,5.352404366696207,0.0,4.099804736606488,0.0,,0.0
27.23,79.77,2.089,barg,643.2,310225.0,1.150478847252825,334193.00990553724,1072.4849232330682,114253.83208179886,398.38929341091,17454.332537758484,20.080840377607856,liquid,ok,21.795523801317657,8.733508619644127,8.733508619644127,5.306922186664906,21.795523801317657,4.046004487797978,0.4349174862912043,0.4007019376664918,0.4349174862912043
27.91,79.99,3.83,bar_abs,215.0,383000.0,0.3845248164002535,335173.8198718861,1075.0511006680595,117096.79079776815,407.8431373843106,17207.399647912505,6.616672190339343,liquid,ok,6.100040776779872,4.546140452923211,4.546140452923211,5.338327632039624,6.100040776779872,4.069311281862003,0.6870735502902491,0.7452639448294076,0.6870735502902491
23.38,92.15,3.852,bar_abs,361.5,385200.0,0.6412540216333376,386254.0916774983,1217.2549661237754,98153.97943077271,344.44453393574383,29285.634790008626,18.779531085178217,liquid,ok,20.330910168643115,18.518692928508862,18.518692928508862,5.315188508053866,20.330910168643115,4.037628751614657,0.9861105074729357,0.9108639394349751,0.9861105074729357
26.72,82.9,41.83,psig,433.5,389732.6977420409,0.7738479303217194,347389.9271934894,1109.4825992032386,112121.4973990444,391.2844697197323,19902.356706225924,15.401397545637524,liquid,ok,16.156229684297305,9.695360179106157,9.695360179106157,5.310590990032357,16.156229684297305,4.027078548243857,0.6295117147893106,0.6001004175206391,0.6295117147893106
26.49,61.54,38.935,psia,500.9,268447.37520949607,0.9055770073524473,257804.49086136912,850.3743341053134,111159.82237742376,388.07626611954316,8121.675392689154,7.354802496799456,liquid,ok,8.00829984942477,0.0,0.0,5.325636146857204,8.00829984942477,4.04950041993816,0.0,0.0,0.0
26.65,83.28,2.467,barg,347.6,348025.0,0.6203391689422508,348952.12043991906,1113.9885284481927,111828.81596675857,390.30832806297644,20163.980397672683,12.50850684246011,liquid,ok,13.31235925101836,9.235110285072857,9.235110285072857,5.314032820746158,13.31235925101836,4.030008284970195,0.7383063703274548,0.6937245390494097,0.7383063703274548
25.31,94.4,48.646,psia,530.5,335402.36328345054,0.9395043292256193,395683.95592847123,1243.1309042562873,106225.66018904785,371.5767884791913,29334.25434459129,27.55965895134895,liquid,ok,26.25816145931766,21.390880019255533,21.390880019255533,5.315503945263806,26.25816145931766,4.0338968715727574,0.7761663544899754,0.8146373862616729,0.7761663544899754
